PV System,Address,City,Zip,Latitude,Longitude
PV SOLAR ( 9000 WATTS ),4940  LEIGHTON DR,COLORADO SPRINGS,80922,38.90369033,-104.69881903
PV SOLAR (ROOF TOP),1730 S 8TH ST,COLORADO SPRINGS,80905,38.80746488,-104.84225742
PV SOLAR (ROOF TOP),1730 S 8TH ST,COLORADO SPRINGS,80905,38.80746488,-104.84225742
PV SOLAR ( 8580 WATTS ),164  ECLIPSE DR,COLORADO SPRINGS,80904,38.82991967,-104.85533199
PV SOLAR ( 3600 WATTS ),2460  SAN CARLOS CIR,COLORADO SPRINGS,80909,38.86837151,-104.77317954
PV SOLAR ( 4200 WATTS ),10315  PEACH BLOSSOM TRL,COLORADO SPRINGS,80920,38.9808985,-104.77332437
PV SOLAR ( 9000 WATTS ),4760  PURCELL DR,COLORADO SPRINGS,80922,38.90198783,-104.70463953
PV SOLAR ( 4800 WATTS ),72  SADDLEMOUNTAIN RD,COLORADO SPRINGS,80919,38.91908264,-104.82604949
PV SOLAR ( 3600 WATTS ),7870  HIGH GATE DR,FOUNTAIN,80817,38.67821655,-104.68244239
PV SOLAR REMOVE AND REPLACE,4407  FENCER RD,COLORADO SPRINGS,80911,38.76707189,-104.72645232
PV SOLAR ( 9000 WATTS ),1512  LORRAINE ST,COLORADO SPRINGS,80906,38.81141825,-104.83539322
PV SOLAR ( 3000 WATTS ),2206 N MEADE AVE,COLORADO SPRINGS,80909,38.86328455,-104.79574403
PV SOLAR ( 6300 WATTS ),8330  CONTRAILS DR,COLORADO SPRINGS,80920,38.95199931,-104.75630515
PV SOLAR ( 4640 WATTS ),2057  BROOKWOOD DR,COLORADO SPRINGS,80918,38.93002878,-104.78704496
PV SOLAR ( 7500 WATTS ),11949  CORBU HTS,PEYTON,80831,38.93790389,-104.60566512
PV SOLAR ( 3705 WATTS ),13845  HALLELUIAH TRL,ELBERT,80106,39.01773336,-104.58643643
PV SOLAR ( 5440 WATTS ),4801  TRINIDAD LAKE CT,COLORADO SPRINGS,80924,38.97441731,-104.73824
PV SOLAR ROOF MOUNT 6.65 KW ( 6650 WATTS ),7141  ARROWROOT AVE,COLORADO SPRINGS,80922,38.90836791,-104.69347563
PV SOLAR REMOVE AND REPLACE ( 7015 WATTS ),2107  FAIRWEATHER WAY,FOUNTAIN,80817,38.70547421,-104.69299239
PV SOLAR REMOVE AND REPLACE,3855  WAKEFIELD DR,COLORADO SPRINGS,80906,38.77702957,-104.83297046
PV SOLAR ( 9760 WATTS ),7165  TEMPLETON GAP RD,COLORADO SPRINGS,80923,38.93613285,-104.70624448
PV SOLAR ( 6090 WATTS ),656  TRUMBULL LN,MONUMENT,80132,39.07954557,-104.87134569999999
PV SOLAR ( 4060 WATTS ),6244  ROUNDUP BUTTE ST,COLORADO SPRINGS,80925,38.74163807,-104.63846671
PV SOLAR ( 4060 WATTS ),1515  RIDE LN,COLORADO SPRINGS,80916,38.81114773,-104.74147049999999
PV SOLAR ( 5985 WATTS ),35  KRIS LN,MANITOU SPRINGS,80829,38.84677409,-104.89178742
PV SOLAR ( 2900 WATTS ),10268  EVENING VISTA DR,PEYTON,80831,38.98100315,-104.58099595
PV SOLAR ( 3000 WATTS ),2416  PROVIDENCE CIR,COLORADO SPRINGS,80909,38.8674864,-104.76330144
PV SOLAR ( 5440 WATTS ),3084  BANJO DR,COLORADO SPRINGS,80918,38.92441844,-104.76959279
PV SOLAR ( 7695 WATTS ),33  KRIS LN,MANITOU SPRINGS,80829,38.84701904,-104.89164166
PV SOLAR ( 5780 WATTS ),4589 S SLEEPY HOLLOW CIR,COLORADO SPRINGS,80917,38.87951756,-104.74257223
PV SOLAR/ROOF MOUNTED  ( 4270 WATTS ),8240  ANDRUS DR,COLORADO SPRINGS,80920,38.95004529,-104.72372383
PV SOLAR ( 1200 WATTS ),7065  DARK HORSE DR,COLORADO SPRINGS,80919,38.93396253,-104.84418532
ELECTRICAL/ PV SOLAR,4155  DAYLILLY DR,COLORADO SPRINGS,80916,38.81967736,-104.75246897
PV SOLAR REMOVE AND REPLACE,455  ROXBURY CIR,COLORADO SPRINGS,80906,38.77531383,-104.83587552
PV SOLAR - GROUND MOUNT,17415  DAVIS RD,PEYTON,80831,38.86723135,-104.50549974
PV SOLAR ( 7965 WATTS ),10155  TERCEL DR,PEYTON,80831,38.95309623,-104.63839878
PV SOLAR (GROUND MOUNT) ( 2320 WATTS ),3735  DOOLITTLE RD,MONUMENT,80132,39.06808986,-104.89732003
PV SOLAR ( 5760 WATTS ),1370  LORDS HILL DR,FOUNTAIN,80817,38.70711801,-104.68422322
PV SOLAR REMOVE AND REPLACE,9740  WINEGLASS RD,FOUNTAIN,80817,38.67393864,-104.66681597
PV SOLAR REMOVE AND REPLACE,455  ROXBURY CIR,COLORADO SPRINGS,80906,38.77531383,-104.83587552
PV SOLAR ( 11700 WATTS ),19670  LOCKRIDGE DR,COLORADO SPRINGS,80908,39.11662656,-104.74174494
PV SOLAR,13055  HERRING RD,COLORADO SPRINGS,80908,39.0208516,-104.6790595
PV SOLAR ( 5185 WATTS ),7055  DARK HORSE DR,COLORADO SPRINGS,80919,38.93385426,-104.84466045
PV SOLAR - GROUND MOUNT ( 6500 WATTS ),21055  ENOCH RD,CALHAN,80808,38.76589705,-104.43603898
PV SOLAR - GROUND MOUNT ( 8400 WATTS ),10305  BURGESS RD,COLORADO SPRINGS,80908,38.9921935,-104.63444979
PV SOLAR ( 7540 WATTS ),16080  HOMECREST CIR,ELBERT,80106,39.06461936,-104.57993496
PV SOLAR ( 3480 WATTS ),3425  ASHWOOD CIR,COLORADO SPRINGS,80906,38.78285151,-104.81590628
PV SOLAR ( 3770 WATTS ),1403  YOSEMITE DR,COLORADO SPRINGS,80910,38.81176178,-104.77710821
PV SOLAR ( 5985 WATTS ),5615  MARABOU WAY,COLORADO SPRINGS,80911,38.76391531,-104.72626562
PV SOLAR ( 9120 WATTS ),6612  COTTONWOOD GROVE DR,COLORADO SPRINGS,80925,38.73679979,-104.65310358
PV SOLAR ( 6270 WATTS ),9235 E BLUE SAGE CIR,COLORADO SPRINGS,80908,39.11117908,-104.65537557
PV SOLAR ( 4560 WATTS ),9520  ASPEN GROVE WAY,COLORADO SPRINGS,80925,38.73544143,-104.65353415
PV SOLAR ( 4060 WATTS ),1594  GOLD HILL MESA DR,COLORADO SPRINGS,80905,38.83177026,-104.85695401
PV SOLAR ( 6090 WATTS ),1683  4TH ST,COLORADO SPRINGS,80907,38.87882098,-104.79652107
PV SOLAR ( 4930 WATTS ),9614  CASTLE OAKS DR,FOUNTAIN,80817,38.69269686,-104.68237895
PV SOLAR ROOF MOUNT ( 5220 WATTS ),9797  TERRAIN RD,FOUNTAIN,80817,38.6907164,-104.67466213
PV SOLAR ROOF FLUSH ( 4060 WATTS ),6825  HOLT DR,COLORADO SPRINGS,80922,38.89924409,-104.70254325
PV SOLAR ROOF MOUNT ( 4060 WATTS ),7596  MIDDLE BAY WAY,FOUNTAIN,80817,38.67329053,-104.68721425
PV SOLAR ( 8990 WATTS ),5314  BARNSTORMERS AVE,COLORADO SPRINGS,80911,38.77958249,-104.73138611
PV SOLAR ( 5220 WATTS ),3684  RED BARON DR,COLORADO SPRINGS,80911,38.77777212,-104.73170929
PV SOLAR ROOF MOUNT ( 3190 WATTS ),4290  VESPER CT,COLORADO SPRINGS,80916,38.82141457,-104.74617409999999
PV SOLAR ( 2900 WATTS ),3450  HICKORY HILL DR,COLORADO SPRINGS,80906,38.78189636,-104.79976001
PV SOLAR ( 3480 WATTS ),2115 S EL PASO AVE,COLORADO SPRINGS,80906,38.80163894,-104.80821598
PV SOLAR ( 4930 WATTS ),1058  JET WING DR,COLORADO SPRINGS,80916,38.81702142,-104.73320424
PV SOLAR ( 2900 WATTS ),4622  WHIRLING OAK WAY,COLORADO SPRINGS,80911,38.76383901,-104.71191999
PV SOLAR ( 4060 WATTS ),6159  PASSING SKY DR,COLORADO SPRINGS,80911,38.7595419,-104.71385467
PV SOLAR ( 3770 WATTS ),6293  ROUNDUP BUTTE ST,COLORADO SPRINGS,80925,38.74062005,-104.63883994
PV SOLAR ( 2610 WATTS ),4632  WHIRLING OAK WAY,COLORADO SPRINGS,80911,38.76375497,-104.71210254
PV SOLAR ( 8700 WATTS ),1719  WOODPARK DR,COLORADO SPRINGS,80915,38.86053003,-104.67018049
PV SOLAR REMOVE AND REPLACE ( 7250 WATTS ),3736  BLESBOK WAY,COLORADO SPRINGS,80922,38.88731672,-104.69067571
PV SOLAR ( 4845 WATTS ),378  MILLSTREAM TER,COLORADO SPRINGS,80905,38.82697436,-104.85506724
PV SOLAR ( 4060 WATTS ),3735  BLESBOK WAY,COLORADO SPRINGS,80922,38.88731186,-104.6899773
PV SOLAR ( 4930 WATTS ),8024  PARSONAGE LN,COLORADO SPRINGS,80915,38.85681093,-104.67887952
PV SOLAR ( 3190 WATTS ),6219  PASSING SKY DR,COLORADO SPRINGS,80911,38.7595554,-104.71268095
PV SOLAR ( 4640 WATTS ),2187  EL CAMINO MESETA ,FOUNTAIN,80817,38.70801358,-104.69915361
PV SOLAR ( 3480 WATTS ),8265  WAGON SPOKE TRL,FOUNTAIN,80817,38.69079531,-104.67525961
PV SOLAR ( 5800 WATTS ),3340  KIRKWOOD DR,COLORADO SPRINGS,80916,38.78365705,-104.73972793
PV SOLAR ( 5800 WATTS ),3345  ASH HOPPER LN,COLORADO SPRINGS,80906,38.78447347,-104.79885195
PV SOLAR ( 5220 WATTS ),2667  FARRIER CT,COLORADO SPRINGS,80922,38.87114620000001,-104.68787033
PV SOLAR ( 3480 WATTS ),2289  SAGE GROUSE LN,COLORADO SPRINGS,80915,38.86608895,-104.66961508
PV SOLAR ( 3770 WATTS ),1772  MADDEES WAY,COLORADO SPRINGS,80915,38.86042369,-104.67990443
PV SOLAR ( 3770 WATTS ),8357  HAMES DR,COLORADO SPRINGS,80915,38.86055666,-104.67164559
PV SOLAR ( 4060 WATTS ),11056  BUCKHEAD PL,FOUNTAIN,80817,38.67195003,-104.6888358
PV SOLAR ( 3480 WATTS ),421  ROSE DR,COLORADO SPRINGS,80911,38.76096597,-104.73962453
PV SOLAR  ( 2610 WATTS ),865  TOUCAN CT,COLORADO SPRINGS,80910,38.82006108,-104.76567331
PV SOLAR ( 6300 WATTS ),1155  KACHINA DR,COLORADO SPRINGS,80915,38.8478299,-104.70558515
PV SOLAR ( 2610 WATTS ),4872  SAN AMELS WAY,COLORADO SPRINGS,80911,38.76170538,-104.70977823
PV SOLAR ( 3770 WATTS ),4375  CASSIDY ST,COLORADO SPRINGS,80911,38.76760188,-104.75220972
PV SOLAR ( 2900 WATTS ),4671  BALI CT,COLORADO SPRINGS,80911,38.7625615,-104.72525812
PV SOLAR ( 2900 WATTS ),1354  SHENANDOAH DR,COLORADO SPRINGS,80910,38.81157484,-104.76950019
PV SOLAR ROOF MOUNT ( 4350 WATTS ),6495  PASSING SKY DR,COLORADO SPRINGS,80911,38.76225081,-104.7131779
PV SOLAR ( 2610 WATTS ),6044  DANCING SUN WAY,COLORADO SPRINGS,80911,38.76551391,-104.71303943
PV SOLAR ( 5800 WATTS ),7857  HIGH GATE DR,FOUNTAIN,80817,38.67784628,-104.68286907
PV SOLAR ROOF MOUNT ( 6960 WATTS ),4216  SANDBERG DR,COLORADO SPRINGS,80911,38.77088829,-104.73131043
PV SOLAR ( 4060 WATTS ),2381  SPRING BLOSSOM DR,COLORADO SPRINGS,80910,38.79725826,-104.77629683
PV SOLAR ( 3770 WATTS ),2268  WINTER BLOSSOM PT,COLORADO SPRINGS,80910,38.79958370000001,-104.77760401
PV SOLAR ( 2610 WATTS ),4969  HAITI WAY,COLORADO SPRINGS,80911,38.760132899999995,-104.71366665
PV SOLAR ROOF MOUNT ( 5220 WATTS ),737  RUNDLE CT,COLORADO SPRINGS,80911,38.7447062,-104.72821697
PV SOLAR ( 4930 WATTS ),7964  MOONDANCE TRL,FOUNTAIN,80817,38.69593917,-104.67980395
PV SOLAR ( 3480 WATTS ),2327  JEANETTE WAY,COLORADO SPRINGS,80915,38.86588191,-104.66767621
PV SOLAR ( 6380 WATTS ),6562  JUSTICE WAY,COLORADO SPRINGS,80925,38.73754304,-104.63443774
PV SOLAR ( 2610 WATTS ),4416  ANVIL DR,COLORADO SPRINGS,80925,38.76635034,-104.65811679999999
PV SOLAR/ ROOF MOUNTED  ( 4500 WATTS ),4555  DANCING RAIN WAY,COLORADO SPRINGS,80911,38.76451557,-104.70908686
PV SOLAR/ ROOF MOUNTED  ( 5220 WATTS ),10108  SEAWOLF DR,COLORADO SPRINGS,80925,38.73534251,-104.63944147
PV SOLAR/ ROOF MOUNTED  ( 2610 WATTS ),7892  PARSONAGE LN,COLORADO SPRINGS,80915,38.85594853,-104.67827220000001
PV SOLAR/ ROOF MOUNTED  ( 5400 WATTS ),6943  EDMONDSTOWN DR,COLORADO SPRINGS,80923,38.93275137,-104.70961061
PV SOLAR/ROOF MOUNTED (3770 WATTS),3989  REINDEER CIR,COLORADO SPRINGS,80922,38.88445485,-104.68934985
PV SOLAR/ROOF MOUNTED  ( 3190 WATTS ),327  GOLD CLAIM TER,COLORADO SPRINGS,80904,38.82836816,-104.85016086
PV SOLAR / ROOF MOUNTED  ( 6900 WATTS ),4820  GAMI WAY,COLORADO SPRINGS,80911,38.76177502,-104.71605406
PV SOLAR/ROOF MOUNTED  ( 4350 WATTS ),6411  MARILEE WAY,COLORADO SPRINGS,80925,38.76524139,-104.70676432
PV SOLAR/ROOF MOUNTED  ( 2700 WATTS ),670  COVEGLEN CT,COLORADO SPRINGS,80906,38.76468869,-104.81644027
PV SOLAR/ ROOF MOUNTED  ( 6900 WATTS ),6372  MARILEE WAY,COLORADO SPRINGS,80925,38.76547676,-104.70782698
PV SOLAR ( 2900 WATTS ),4650  DANCING RAIN WAY,COLORADO SPRINGS,80911,38.76289246,-104.70907523
PV SOLAR/ROOF MOUNTED  ( 5100 WATTS ),7911  MANISTIQUE DR,COLORADO SPRINGS,80922,38.91924417,-104.68462997
PV SOLAR ( 5510 WATTS ),4721  JUSTEAGEN DR,COLORADO SPRINGS,80911,38.76195892,-104.70718285
PV SOLAR ( 6900 WATTS ),5561  BARNSTORMERS AVE,COLORADO SPRINGS,80911,38.77987823,-104.73627372
PV SOLAR ( 5700 WATTS ),10852  DEER MEADOW CIR,COLORADO SPRINGS,80925,38.73939977,-104.63915909
PV SOLAR ( 8100 WATTS ),6838  PHANTOM WAY,COLORADO SPRINGS,80925,38.73377209,-104.64340159999999
PV SOLAR ( 3600 WATTS ),7753  SANDSMERE DR,COLORADO SPRINGS,80908,38.9470854,-104.67459631
PV SOLAR ( 2400 WATTS ),8914  VANDERWOOD RD,COLORADO SPRINGS,80908,38.95458381,-104.69269129999999
PV SOLAR ( 5100 WATTS ),1435  CHALLENGER AVE,COLORADO SPRINGS,80916,38.81083427,-104.74013357
PV SOLAR ( 3900 WATTS ),2657  SIERRA SPRINGS DR,COLORADO SPRINGS,80916,38.7995606,-104.75627674
PV SOLAR ( 7500 WATTS ),7045  WOOD LILY DR,COLORADO SPRINGS,80918,38.93389136,-104.72198786
PV SOLAR ( 3600 WATTS ),7759  DRY WILLOW WAY,COLORADO SPRINGS,80908,38.94552214,-104.68721140000001
PV SOLAR ( 3900 WATTS ),7743  SPRINGWOOD TER,COLORADO SPRINGS,80920,38.94546112,-104.69911643
PV SOLAR ( 9860 WATTS ),6645  FIELDING TER,COLORADO SPRINGS,80911,38.73538106,-104.69795635
PV SOLAR ( 2700 WATTS ),4334  MARLOW CIR,COLORADO SPRINGS,80916,38.80605383,-104.74693372
PV SOLAR ( 2400 WATTS ),6760  PARKRIDGE CT,COLORADO SPRINGS,80915,38.85269943,-104.70169624
PV SOLAR ( 5400 WATTS ),7207  DUTCH LOOP,COLORADO SPRINGS,80925,38.72737236,-104.6689582
PV SOLAR ( 9000 WATTS ),8067  CODRINGTON PL,COLORADO SPRINGS,80908,38.94638188,-104.67671957
PV SOLAR ( 2400 WATTS ),6760  PARKRIDGE CT,COLORADO SPRINGS,80915,38.85269943,-104.70169624
PV SOLAR ( 3600 WATTS ),6218  DANCING WATER DR,COLORADO SPRINGS,80911,38.76462966,-104.71063149
PV SOLAR ( 9300 WATTS ),6520  BRAMBLE BEND CT,COLORADO SPRINGS,80927,38.92753312,-104.68035881
PV SOLAR ( 3900 WATTS ),7285  GRAND PRAIRIE DR,COLORADO SPRINGS,80918,38.93278624,-104.72558177
PV SOLAR ( 4200 WATTS ),7785  SANDSMERE DR,COLORADO SPRINGS,80908,38.94735046,-104.67460112
PV SOLAR ( 3300 WATTS ),6195  MINERAL BELT DR,COLORADO SPRINGS,80927,38.92772307,-104.66109522
PV SOLAR ( 4500 WATTS ),7676  RENEGADE HILL DR,COLORADO SPRINGS,80922,38.91991792,-104.68374105
PV SOLAR ( 3000 WATTS ),9140  CHRISTY CT,COLORADO SPRINGS,80915,38.86264498,-104.66910594
PV SOLAR ( 5400 WATTS ),1590  LEOTI DR,COLORADO SPRINGS,80915,38.86296668,-104.70854715
PV SOLAR ( 4200 WATTS ),1181  KACHINA DR,COLORADO SPRINGS,80915,38.84826689,-104.70528473
PV SOLAR ( 4500 WATTS ),3030  LEOTI DR,COLORADO SPRINGS,80922,38.87431101,-104.70489184
PV SOLAR ( 3600 WATTS ),1849  SHERINGHAM DR,COLORADO SPRINGS,80915,38.85822878,-104.67859359
PV SOLAR ( 3300 WATTS ),4508  LARAMIE SKY DR,COLORADO SPRINGS,80922,38.89815129,-104.71638434
PV SOLAR ( 3600 WATTS ),8017  CODRINGTON PL,COLORADO SPRINGS,80908,38.94587672,-104.67722162
PV SOLAR ( 6900 WATTS ),7770  SANDSMERE DR,COLORADO SPRINGS,80908,38.94726008,-104.67489135
PV SOLAR ( 5100 WATTS ),4671  SADDLE RIDGE DR,COLORADO SPRINGS,80922,38.89894658,-104.71735404
PV SOLAR ( 8400 WATTS ),10525  MT SHERMAN WAY,PEYTON,80831,38.98445744,-104.58751037
PV SOLAR ( 7500 WATTS ),4370  MORADO DR,COLORADO SPRINGS,80911,38.76801075,-104.72890594
PV SOLAR ( 3480 WATTS ),10255  ABRAMS DR,COLORADO SPRINGS,80925,38.73878162,-104.63771946
PV SOLAR ( 3000 WATTS ),6626  STINGRAY LN,COLORADO SPRINGS,80925,38.73657099,-104.63413165
PV SOLAR ( 3480 WATTS ),10194  INTREPID WAY,COLORADO SPRINGS,80925,38.735863200000004,-104.63748113
PV SOLAR ( 5220 WATTS ),10384  DECLARATION DR,COLORADO SPRINGS,80925,38.73870525,-104.63483167
PV SOLAR ( 6300 WATTS ),5553  BARNSTORMERS AVE,COLORADO SPRINGS,80911,38.77999111,-104.73610706
PV SOLAR ( 3480 WATTS ),1957  DEWHIRST DR,COLORADO SPRINGS,80915,38.85810459,-104.68044499
PV SOLAR/ROOF MOUNTED  ( 7200 WATTS ),2345  SPRING BLOSSOM DR,COLORADO SPRINGS,80910,38.79848876,-104.77638499
PV SOLAR ( 3600 WATTS ),1185  GOLD HILL MESA DR,COLORADO SPRINGS,80905,38.83119919,-104.85177976
PV SOLAR ( 4500 WATTS ),6974  CABRIOLET DR,COLORADO SPRINGS,80918,38.93436421,-104.72579815
PV SOLAR ( 5400 WATTS ),5828  GRANBY HILL DR,COLORADO SPRINGS,80918,38.91991405,-104.72543889
PV SOLAR ( 5400 WATTS ),4891  TURNING LEAF WAY,COLORADO SPRINGS,80922,38.90349998,-104.68342214
PV SOLAR ( 6900 WATTS ),5315  SPOKED WHEEL DR,COLORADO SPRINGS,80923,38.92972078,-104.7309867
PV SOLAR ( 5400 WATTS ),8078  HARDWOOD CIR,COLORADO SPRINGS,80908,38.94742289,-104.68485225
PV SOLAR ( 5700 WATTS ),6259  DAYLESFORD ST,COLORADO SPRINGS,80923,38.93195827,-104.7107666
PV SOLAR ( 2700 WATTS ),5395  RONDO WAY,COLORADO SPRINGS,80911,38.7654584,-104.72740962
PV SOLAR ( 4200 WATTS ),9150  CHETWOOD DR,COLORADO SPRINGS,80920,38.96577677,-104.77390509
PV SOLAR ( 2100 WATTS ),6410  SILVERWIND CIR,COLORADO SPRINGS,80922,38.92681499,-104.70176588
PV SOLAR ( 5400 WATTS ),6633  HIDDEN HICKORY CIR,COLORADO SPRINGS,80927,38.92930838,-104.67096432
PV SOLAR ( 3000 WATTS ),6319  JOHN MUIR TRL,COLORADO SPRINGS,80927,38.92756743,-104.66148351
PV SOLAR ( 5100 WATTS ),6775  BEAR TOOTH DR,COLORADO SPRINGS,80923,38.92842806,-104.72910867
PV SOLAR ( 4800 WATTS ),8308  NEEDLE DROP CT,COLORADO SPRINGS,80908,38.94997642,-104.69481462
PV SOLAR ( 3300 WATTS ),6240  VICKIE LN,COLORADO SPRINGS,80922,38.92801487,-104.7101181
PV SOLAR ( 5400 WATTS ),432  PICKAXE TER,COLORADO SPRINGS,80904,38.8254501,-104.85227304
PV SOLAR ( 3000 WATTS ),5808  GRANBY HILL DR,COLORADO SPRINGS,80918,38.91953986,-104.72527074
PV SOLAR ( 3300 WATTS ),7759  SPRINGWOOD TER,COLORADO SPRINGS,80920,38.94579707,-104.69893093
PV SOLAR ( 3600 WATTS ),7555  SHALLOW BROOKE PL,COLORADO SPRINGS,80922,38.89452067,-104.68927357
PV SOLAR ( 4200 WATTS ),4658  CASSIDY ST,COLORADO SPRINGS,80911,38.76448498,-104.74944979
PV SOLAR ( 3000 WATTS ),8373  HAMES DR,COLORADO SPRINGS,80915,38.86072121,-104.67134967
PV SOLAR ( 7200 WATTS ),4459  EXCURSION DR,COLORADO SPRINGS,80911,38.76585034,-104.72554382
PV SOLAR ( 2700 WATTS ),6522  THICKET PASS LN,COLORADO SPRINGS,80927,38.92825197,-104.66115699999999
PV SOLAR ( 3000 WATTS ),11667  SPECTACULAR BID CIR,COLORADO SPRINGS,80921,39.00102761,-104.80423443
PV SOLAR/ROOF MOUNTED  ( 6600 WATTS ),7725  KIANA DR,COLORADO SPRINGS,80908,38.9456735,-104.69599882
PV SOLAR ( 3900 WATTS ),3725  REINDEER CIR,COLORADO SPRINGS,80922,38.88594129,-104.69086871
PV SOLAR ( 4200 WATTS ),3720  BLESBOK WAY,COLORADO SPRINGS,80922,38.88714928,-104.69062773
PV SOLAR ( 2400 WATTS ),3689  REINDEER CIR,COLORADO SPRINGS,80922,38.88635837,-104.69000792
PV SOLAR ( 4200 WATTS ),8538  MOORLAND LN,COLORADO SPRINGS,80927,38.93662675,-104.6694714
PV SOLAR ( 5100 WATTS ),3246  OSUNA DR,COLORADO SPRINGS,80911,38.78611246,-104.7300585
PV SOLAR ( 3300 WATTS ),4611  SADDLE RIDGE DR,COLORADO SPRINGS,80922,38.89819351,-104.7175217
PV SOLAR ( 7800 WATTS ),7904  HARDWOOD CIR,COLORADO SPRINGS,80908,38.94603113,-104.68928697
PV SOLAR ( 6300 WATTS ),526 E DALE ST,COLORADO SPRINGS,80903,38.84511293,-104.81444932
PV SOLAR ( 3900 WATTS ),6035  SANTANA DR,COLORADO SPRINGS,80923,38.92266232,-104.72989645
PV SOLAR ( 3600 WATTS ),12254  ISLE ROYALE DR,FALCON,80831,38.97797866,-104.60071764
PV SOLAR ( 2400 WATTS ),5690  PIONEER MESA DR,COLORADO SPRINGS,80918,38.93362287,-104.72550378
PV SOLAR ( 3300 WATTS ),7245  HORIZON WOOD LN,COLORADO SPRINGS,80927,38.93668624,-104.66521878
PV SOLAR ( 4500 WATTS ),7176  HORIZON WOOD LN,COLORADO SPRINGS,80927,38.93664733,-104.6664826
PV SOLAR ( 5100 WATTS ),5723  ARROWLEAF DR,COLORADO SPRINGS,80918,38.93148078,-104.72144514
PV SOLAR ( 5700 WATTS ),11642  FARNESE HTS,PEYTON,80831,38.94205237,-104.61294607
PV SOLAR ( 5700 WATTS ),6528  BRAMBLE BEND CT,COLORADO SPRINGS,80927,38.9275271,-104.6800769
PV SOLAR ( 8700 WATTS ),6134  JORIE RD,COLORADO SPRINGS,80927,38.91967031,-104.68215031
PV SOLAR ( 2700 WATTS ),8079  HARDWOOD CIR,COLORADO SPRINGS,80908,38.94731083,-104.6851277
PV SOLAR ( 3600 WATTS ),3005  MIRAGE DR,COLORADO SPRINGS,80920,38.94573891,-104.76858443
PV SOLAR ( 6300 WATTS ),5029  HACKAMORE CT,COLORADO SPRINGS,80918,38.90527716,-104.76166669
PV SOLAR ( 4500 WATTS ),4684  SADDLE RIDGE DR,COLORADO SPRINGS,80922,38.8992483,-104.7179378
PV SOLAR ( 3600 WATTS ),177  CELESTINE ST,COLORADO SPRINGS,80905,38.82990852,-104.85577663
PV SOLAR ( 5700 WATTS ),5322  BARNSTORMERS AVE,COLORADO SPRINGS,80911,38.77977561,-104.73143062
PV SOLAR ( 2100 WATTS ),4360  RAMBLEWOOD DR,COLORADO SPRINGS,80920,38.94171087,-104.74564111
PV SOLAR ( 6000 WATTS ),6102  JORIE RD,COLORADO SPRINGS,80927,38.91913812,-104.68205048
PV SOLAR ( 2700 WATTS ),5624 E OLD FARM CIR,COLORADO SPRINGS,80917,38.90366285,-104.72455714
PV SOLAR ( 4200 WATTS ),7255  HORIZON WOOD LN,COLORADO SPRINGS,80927,38.9366792,-104.66499802
PV SOLAR ( 3300 WATTS ),7689  DRY WILLOW WAY,COLORADO SPRINGS,80908,38.94553922,-104.68807666
PV SOLAR ( 3000 WATTS ),6711  LOST SPRINGS DR,COLORADO SPRINGS,80918,38.9262377,-104.73256137
PV SOLAR ( 6900 WATTS ),1819  RIVERWALK PKWY,COLORADO SPRINGS,80915,38.86138948,-104.67653686
PV SOLAR ( 6900 WATTS ),9530  PEACEFUL VALLEY RD,COLORADO SPRINGS,80925,38.72336912,-104.65157162
PV SOLAR ( 5400 WATTS ),6957  EDMONDSTOWN DR,COLORADO SPRINGS,80923,38.93274834,-104.70938479
PV SOLAR ( 8400 WATTS ),4384  MORADO DR,COLORADO SPRINGS,80911,38.76784904,-104.72892708
PV SOLAR ( 4800 WATTS ),18170  BOUGHS PL,COLORADO SPRINGS,80908,39.09544347,-104.75953790000001
PV SOLAR ( 3600 WATTS ),8338  FIRETHORN DR,COLORADO SPRINGS,80925,38.72873037,-104.67221902
PV SOLAR ( 5100 WATTS ),5315  PARADOX DR,COLORADO SPRINGS,80918,38.92168957,-104.72417163
PV SOLAR ( 3600 WATTS ),526 E JEFFERSON ST,COLORADO SPRINGS,80907,38.86303475,-104.81354018
PV SOLAR ( 3600 WATTS ),3792  BLESBOK WAY,COLORADO SPRINGS,80922,38.88795602,-104.69049024
PV SOLAR ( 5400 WATTS ),6760  LOST SPRINGS DR,COLORADO SPRINGS,80918,38.92656336,-104.73331534
PV SOLAR ( 3300 WATTS ),4202  ROUND HILL DR,COLORADO SPRINGS,80922,38.88983972,-104.70111934
PV SOLAR ( 3600 WATTS ),12119  KAUFMAN PT,PEYTON,80831,38.9384893,-104.60226055
PV SOLAR ( 6600 WATTS ),6855  PRAIRIE WIND DR,COLORADO SPRINGS,80918,38.93304061,-104.73348167
PV SOLAR ( 3600 WATTS ),6239  DANCING WATER DR,COLORADO SPRINGS,80911,38.76442879,-104.71025546
PV SOLAR ( 3600 WATTS ),4961  SEBRING DR,COLORADO SPRINGS,80911,38.76173869,-104.72408014
PV SOLAR ( 6300 WATTS ),7655  DUTCH LOOP,COLORADO SPRINGS,80925,38.72104104,-104.66680996
PV SOLAR ( 6000 WATTS ),2650  LEOTI DR,COLORADO SPRINGS,80922,38.86996057,-104.70440974
PV SOLAR ( 3900 WATTS ),8325  MISTY MOON DR,COLORADO SPRINGS,80924,38.95256372,-104.70260572
PV SOLAR ( 3900 WATTS ),7678  CAMILLE CT,COLORADO SPRINGS,80908,38.94426803,-104.69728646
